bioguide_id,full_name,chamber,party,state,district,seat,member_type,voting_member,first_term_start,seniority_years,govtrack_id,served_113,served_114,served_115,served_116,served_117,served_118,served_119
G000576,Glenn Grothman,House,Republican,WI,6,WI-6,Representative,True,2015-01-06,11.6,412661,False,True,True,True,True,True,True
T000165,Thomas P. Tiffany,House,Republican,WI,7,WI-7,Representative,True,2020-05-19,6.2,456791,False,False,False,True,True,True,True
W000829,Tony Wied,House,Republican,WI,8,WI-8,Representative,True,2024-11-05,1.8,456963,False,False,False,False,False,True,True
M001205,Carol D. Miller,House,Republican,WV,1,WV-1,Representative,True,2019-01-03,7.6,412837,False,False,False,True,True,True,True
M001235,Riley M. Moore,House,Republican,WV,2,WV-2,Representative,True,2025-01-03,1.6,457031,False,False,False,False,False,False,True
H001096,Harriet M. Hageman,House,Republican,WY,At-Large,WY-AL,Representative,True,2023-01-03,3.6,456951,False,False,False,False,False,True,True
S001198,Dan Sullivan,Senate,Republican,AK,,AK,Senator,True,2015-01-06,11.6,412665,False,True,True,True,True,True,True
M001153,Lisa Murkowski,Senate,Republican,AK,,AK,Senator,True,2003-01-07,23.6,300075,True,True,True,True,True,True,True
B001319,Katie Boyd Britt,Senate,Republican,AL,,AL,Senator,True,2023-01-03,3.6,456874,False,False,False,False,False,True,True
T000278,Tommy Tuberville,Senate,Republican,AL,,AL,Senator,True,2021-01-03,5.6,456796,False,False,False,False,True,True,True
B001236,John Boozman,Senate,Republican,AR,,AR,Senator,True,2001-11-29,24.7,400040,True,True,True,True,True,True,True
C001095,Tom Cotton,Senate,Republican,AR,,AR,Senator,True,2013-01-03,13.6,412508,True,True,True,True,True,True,True
K000377,Mark Kelly,Senate,Democratic,AZ,,AZ,Senator,True,2020-12-02,5.7,456794,False,False,False,True,True,True,True
G000574,Ruben Gallego,Senate,Democratic,AZ,,AZ,Senator,True,2015-01-06,11.6,412612,False,True,True,True,True,True,True
S001150,Adam B. Schiff,Senate,Democratic,CA,,CA,Senator,True,2001-01-03,25.6,400361,True,True,True,True,True,True,True
P000145,Alex Padilla,Senate,Democratic,CA,,CA,Senator,True,2021-01-20,5.6,456856,False,False,False,False,True,True,True
H000273,John W. Hickenlooper,Senate,Democratic,CO,,CO,Senator,True,2021-01-03,5.6,456797,False,False,False,False,True,True,True
B001267,Michael F. Bennet,Senate,Democratic,CO,,CO,Senator,True,2009-01-22,17.6,412330,True,True,True,True,True,True,True
M001169,Christopher Murphy,Senate,Democratic,CT,,CT,Senator,True,2007-01-04,19.6,412194,True,True,True,True,True,True,True
B001277,Richard Blumenthal,Senate,Democratic,CT,,CT,Senator,True,2011-01-05,15.6,412490,True,True,True,True,True,True,True
C001088,Christopher A. Coons,Senate,Democratic,DE,,DE,Senator,True,2010-11-15,15.7,412390,True,True,True,True,True,True,True
B001303,Lisa Blunt Rochester,Senate,Democratic,DE,,DE,Senator,True,2017-01-03,9.6,412689,False,False,True,True,True,True,True
M001244,Ashley Moody,Senate,Republican,FL,,FL,Senator,True,2025-01-21,1.6,457033,False,False,False,False,False,False,True
S001217,Rick Scott,Senate,Republican,FL,,FL,Senator,True,2019-01-08,7.6,412838,False,False,False,True,True,True,True
O000174,Jon Ossoff,Senate,Democratic,GA,,GA,Senator,True,2021-01-20,5.6,456857,False,False,False,False,True,True,True
W000790,Raphael G. Warnock,Senate,Democratic,GA,,GA,Senator,True,2021-01-20,5.6,456858,False,False,False,False,True,True,True
S001194,Brian Schatz,Senate,Democratic,HI,,HI,Senator,True,2012-12-27,13.6,412507,True,True,True,True,True,True,True
H001042,Mazie K. Hirono,Senate,Democratic,HI,,HI,Senator,True,2007-01-04,19.6,412200,True,True,True,True,True,True,True
G000386,Chuck Grassley,Senate,Republican,IA,,IA,Senator,True,1975-01-14,51.6,300048,True,True,True,True,True,True,True
E000295,Joni Ernst,Senate,Republican,IA,,IA,Senator,True,2015-01-06,11.6,412667,False,True,True,True,True,True,True
R000584,James E. Risch,Senate,Republican,ID,,ID,Senator,True,2009-01-06,17.6,412322,True,True,True,True,True,True,True
C000880,Mike Crapo,Senate,Republican,ID,,ID,Senator,True,1993-01-05,33.6,300030,True,True,True,True,True,True,True
D000563,Richard J. Durbin,Senate,Democratic,IL,,IL,Senator,True,1983-01-03,43.6,300038,True,True,True,True,True,True,True
D000622,Tammy Duckworth,Senate,Democratic,IL,,IL,Senator,True,2013-01-03,13.6,412533,True,True,True,True,True,True,True
B001299,Jim Banks,Senate,Republican,IN,,IN,Senator,True,2017-01-03,9.6,412702,False,False,True,True,True,True,True
Y000064,Todd Young,Senate,Republican,IN,,IN,Senator,True,2011-01-05,15.6,412428,True,True,True,True,True,True,True
M000934,Jerry Moran,Senate,Republican,KS,,KS,Senator,True,1997-01-07,29.6,400284,True,True,True,True,True,True,True
M001198,Roger Marshall,Senate,Republican,KS,,KS,Senator,True,2017-01-03,9.6,412704,False,False,True,True,True,True,True
M000355,Mitch McConnell,Senate,Republican,KY,,KY,Senator,True,1985-01-03,41.6,300072,True,True,True,True,True,True,True
P000603,Rand Paul,Senate,Republican,KY,,KY,Senator,True,2011-01-05,15.6,412492,True,True,True,True,True,True,True
C001075,Bill Cassidy,Senate,Republican,LA,,LA,Senator,True,2009-01-06,17.6,412269,True,True,True,True,True,True,True
K000393,John Kennedy,Senate,Republican,LA,,LA,Senator,True,2017-01-03,9.6,412679,False,False,True,True,True,True,True
M000133,Edward J. Markey,Senate,Democratic,MA,,MA,Senator,True,1975-01-14,51.6,400253,True,True,True,True,True,True,True
W000817,Elizabeth Warren,Senate,Democratic,MA,,MA,Senator,True,2013-01-03,13.6,412542,True,True,True,True,True,True,True
A000382,Angela D. Alsobrooks,Senate,Democratic,MD,,MD,Senator,True,2025-01-03,1.6,456965,False,False,False,False,False,False,True
V000128,Chris Van Hollen,Senate,Democratic,MD,,MD,Senator,True,2003-01-07,23.6,400415,True,True,True,True,True,True,True
K000383,"Angus S. King, Jr.",Senate,Independent,ME,,ME,Senator,True,2013-01-03,13.6,412545,True,True,True,True,True,True,True
C001035,Susan M. Collins,Senate,Republican,ME,,ME,Senator,True,1997-01-07,29.6,300025,True,True,True,True,True,True,True
S001208,Elissa Slotkin,Senate,Democratic,MI,,MI,Senator,True,2019-01-03,7.6,412784,False,False,False,True,True,True,True
P000595,Gary C. Peters,Senate,Democratic,MI,,MI,Senator,True,2009-01-06,17.6,412305,True,True,True,True,True,True,True
K000367,Amy Klobuchar,Senate,Democratic,MN,,MN,Senator,True,2007-01-04,19.6,412242,True,True,True,True,True,True,True
S001203,Tina Smith,Senate,Democratic,MN,,MN,Senator,True,2018-01-03,8.6,412742,False,False,True,True,True,True,True
S001227,Eric Schmitt,Senate,Republican,MO,,MO,Senator,True,2023-01-03,3.6,456875,False,False,False,False,False,True,True
H001089,Josh Hawley,Senate,Republican,MO,,MO,Senator,True,2019-01-03,7.6,412840,False,False,False,True,True,True,True
H001079,Cindy Hyde-Smith,Senate,Republican,MS,,MS,Senator,True,2018-04-09,8.4,412743,False,False,True,True,True,True,True
W000437,Roger F. Wicker,Senate,Republican,MS,,MS,Senator,True,1995-01-04,31.6,400432,True,True,True,True,True,True,True
D000618,Steve Daines,Senate,Republican,MT,,MT,Senator,True,2013-01-03,13.6,412549,True,True,True,True,True,True,True
S001232,Tim Sheehy,Senate,Republican,MT,,MT,Senator,True,2025-01-03,1.6,456966,False,False,False,False,False,False,True
B001305,Ted Budd,Senate,Republican,NC,,NC,Senator,True,2017-01-03,9.6,412712,False,False,True,True,True,True,True
T000476,Thom Tillis,Senate,Republican,NC,,NC,Senator,True,2015-01-06,11.6,412668,False,True,True,True,True,True,True
H001061,John Hoeven,Senate,Republican,ND,,ND,Senator,True,2011-01-05,15.6,412494,True,True,True,True,True,True,True
C001096,Kevin Cramer,Senate,Republican,ND,,ND,Senator,True,2013-01-03,13.6,412555,True,True,True,True,True,True,True
F000463,Deb Fischer,Senate,Republican,NE,,NE,Senator,True,2013-01-03,13.6,412556,True,True,True,True,True,True,True
R000618,Pete Ricketts,Senate,Republican,NE,,NE,Senator,True,2023-01-23,3.6,456952,False,False,False,False,False,True,True
S001181,Jeanne Shaheen,Senate,Democratic,NH,,NH,Senator,True,2009-01-06,17.6,412323,True,True,True,True,True,True,True
H001076,Margaret Wood Hassan,Senate,Democratic,NH,,NH,Senator,True,2017-01-03,9.6,412680,False,False,True,True,True,True,True
K000394,Andy Kim,Senate,Democratic,NJ,,NJ,Senator,True,2019-01-03,7.6,412797,False,False,False,True,True,True,True
B001288,Cory A. Booker,Senate,Democratic,NJ,,NJ,Senator,True,2013-10-31,12.8,412598,True,True,True,True,True,True,True
L000570,Ben Ray Luján,Senate,Democratic,NM,,NM,Senator,True,2009-01-06,17.6,412293,True,True,True,True,True,True,True
H001046,Martin Heinrich,Senate,Democratic,NM,,NM,Senator,True,2009-01-06,17.6,412281,True,True,True,True,True,True,True
C001113,Catherine Cortez Masto,Senate,Democratic,NV,,NV,Senator,True,2017-01-03,9.6,412681,False,False,True,True,True,True,True
R000608,Jacky Rosen,Senate,Democratic,NV,,NV,Senator,True,2017-01-03,9.6,412715,False,False,True,True,True,True,True
S000148,Charles E. Schumer,Senate,Democratic,NY,,NY,Senator,True,1981-01-05,45.6,300087,True,True,True,True,True,True,True
G000555,Kirsten E. Gillibrand,Senate,Democratic,NY,,NY,Senator,True,2007-01-04,19.6,412223,True,True,True,True,True,True,True
M001242,Bernie Moreno,Senate,Republican,OH,,OH,Senator,True,2025-01-03,1.6,456967,False,False,False,False,False,False,True
H001104,Jon Husted,Senate,Republican,OH,,OH,Senator,True,2025-01-21,1.6,457032,False,False,False,False,False,False,True
A000383,Alan Armstrong,Senate,Republican,OK,,OK,Senator,True,2026-03-24,0.4,457040,False,False,False,False,False,False,True
L000575,James Lankford,Senate,Republican,OK,,OK,Senator,True,2011-01-05,15.6,412464,True,True,True,True,True,True,True
M001176,Jeff Merkley,Senate,Democratic,OR,,OR,Senator,True,2009-01-06,17.6,412325,True,True,True,True,True,True,True
W000779,Ron Wyden,Senate,Democratic,OR,,OR,Senator,True,1981-01-05,45.6,300100,True,True,True,True,True,True,True
M001243,David McCormick,Senate,Republican,PA,,PA,Senator,True,2025-01-03,1.6,456968,False,False,False,False,False,False,True
F000479,John Fetterman,Senate,Democratic,PA,,PA,Senator,True,2023-01-03,3.6,456877,False,False,False,False,False,True,True
R000122,Jack Reed,Senate,Democratic,RI,,RI,Senator,True,1991-01-03,35.6,300081,True,True,True,True,True,True,True
W000802,Sheldon Whitehouse,Senate,Democratic,RI,,RI,Senator,True,2007-01-04,19.6,412247,True,True,True,True,True,True,True
G000608,Darline Graham,Senate,Republican,SC,,SC,Senator,True,2026-07-14,0.1,457044,False,False,False,False,False,False,True
S001184,Tim Scott,Senate,Republican,SC,,SC,Senator,True,2011-01-05,15.6,412471,True,True,True,True,True,True,True
T000250,John Thune,Senate,Republican,SD,,SD,Senator,True,1997-01-07,29.6,400546,True,True,True,True,True,True,True
R000605,Mike Rounds,Senate,Republican,SD,,SD,Senator,True,2015-01-06,11.6,412669,False,True,True,True,True,True,True
H000601,Bill Hagerty,Senate,Republican,TN,,TN,Senator,True,2021-01-03,5.6,456798,False,False,False,False,True,True,True
B001243,Marsha Blackburn,Senate,Republican,TN,,TN,Senator,True,2003-01-07,23.6,400032,True,True,True,True,True,True,True
C001056,John Cornyn,Senate,Republican,TX,,TX,Senator,True,2002-11-30,23.7,300027,True,True,True,True,True,True,True
C001098,Ted Cruz,Senate,Republican,TX,,TX,Senator,True,2013-01-03,13.6,412573,True,True,True,True,True,True,True
C001114,John R. Curtis,Senate,Republican,UT,,UT,Senator,True,2017-11-13,8.8,412740,False,False,True,True,True,True,True
L000577,Mike Lee,Senate,Republican,UT,,UT,Senator,True,2011-01-05,15.6,412495,True,True,True,True,True,True,True
W000805,Mark R. Warner,Senate,Democratic,VA,,VA,Senator,True,2009-01-06,17.6,412321,True,True,True,True,True,True,True
K000384,Tim Kaine,Senate,Democratic,VA,,VA,Senator,True,2013-01-03,13.6,412582,True,True,True,True,True,True,True
S000033,Bernard Sanders,Senate,Independent,VT,,VT,Senator,True,1991-01-03,35.6,400357,True,True,True,True,True,True,True
W000800,Peter Welch,Senate,Democratic,VT,,VT,Senator,True,2007-01-04,19.6,412239,True,True,True,True,True,True,True
C000127,Maria Cantwell,Senate,Democratic,WA,,WA,Senator,True,1993-01-05,33.6,300018,True,True,True,True,True,True,True
M001111,Patty Murray,Senate,Democratic,WA,,WA,Senator,True,1993-01-05,33.6,300076,True,True,True,True,True,True,True
J000293,Ron Johnson,Senate,Republican,WI,,WI,Senator,True,2011-01-05,15.6,412496,True,True,True,True,True,True,True
B001230,Tammy Baldwin,Senate,Democratic,WI,,WI,Senator,True,1999-01-06,27.6,400013,True,True,True,True,True,True,True
J000312,James C. Justice,Senate,Republican,WV,,WV,Senator,True,2025-01-14,1.6,456969,False,False,False,False,False,False,True
C001047,Shelley Moore Capito,Senate,Republican,WV,,WV,Senator,True,2001-01-03,25.6,400061,True,True,True,True,True,True,True
L000571,Cynthia M. Lummis,Senate,Republican,WY,,WY,Senator,True,2009-01-06,17.6,412294,True,True,False,False,True,True,True
B001261,John Barrasso,Senate,Republican,WY,,WY,Senator,True,2007-06-25,19.1,412251,True,True,True,True,True,True,True
